question,answer
O que é (são) a Síndrome de Joubert?,"A síndrome de Joubert é uma malformação cerebral rara caracterizada pela ausência ou subdesenvolvimento do vermis cerebelar - uma área do cérebro que controla o equilíbrio e a coordenação - bem como um tronco cerebral malformado (sinal do dente molar). As características mais comuns da síndrome de Joubert em bebês incluem respiração anormalmente rápida (hiperpneia), diminuição do tônus ​​muscular (hipotonia), movimentos oculares anormais, comprometimento do desenvolvimento intelectual e incapacidade de coordenar os movimentos musculares voluntários (ataxia). Deformidades físicas podem estar presentes, como dedos extras das mãos e dos pés (polidactilia), fenda labial ou palatina e anormalidades na língua. Podem ocorrer anomalias renais e hepáticas e também podem ocorrer convulsões. Muitos casos de síndrome de Joubert parecem ser esporádicos (não herdados). Na maioria dos outros casos, a síndrome de Joubert é herdada de forma autossômica recessiva (o que significa que ambos os pais devem ter uma cópia da mutação) através de mutação em pelo menos 10 genes diferentes, incluindo NPHP1, AHI1 e CEP290."
Quais são os tratamentos para a Síndrome de Joubert?,"O tratamento da síndrome de Joubert é sintomático e de suporte. A estimulação infantil e a terapia física, ocupacional e da fala podem beneficiar algumas crianças. Bebês com padrões respiratórios anormais devem ser monitorados. A triagem de complicações oculares, hepáticas e renais progressivas associadas a distúrbios relacionados a Joubert deve ser realizada regularmente."
Quais são as perspectivas para a Síndrome de Joubert?,"O prognóstico para bebês com síndrome de Joubert depende do vermis cerebelar estar parcialmente desenvolvido ou totalmente ausente, bem como da extensão e gravidade do envolvimento de outros órgãos, como rins e fígado. Algumas crianças apresentam uma forma leve do transtorno, com deficiência motora mínima e bom desenvolvimento mental, enquanto outras podem apresentar deficiência motora grave, comprometimento moderado do desenvolvimento mental e comprometimento de múltiplos órgãos."
que pesquisas (ou ensaios clínicos) estão sendo feitas para a Síndrome de Joubert?,"O NINDS apoia pesquisas sobre o desenvolvimento do sistema nervoso e do cerebelo. Esta pesquisa é fundamental para aumentar a nossa compreensão da síndrome de Joubert e para desenvolver métodos de tratamento e prevenção. O NINDS, em conjunto com o Escritório de Distúrbios Raros do NIH, patrocinou um simpósio sobre a síndrome de Joubert em 2002. As prioridades de pesquisa para o distúrbio foram delineadas nesta reunião."
O que são (são) Espasmos Infantis?,"Um espasmo infantil (EI) é um tipo específico de convulsão observada em uma síndrome epiléptica da infância conhecida como Síndrome de West. A Síndrome de West é caracterizada por espasmos infantis, regressão do desenvolvimento e um padrão específico no teste de eletroencefalografia (EEG) chamado hipsarritmia (ondas cerebrais caóticas). O início dos espasmos infantis geralmente ocorre no primeiro ano de vida, normalmente entre 4-8 meses. As convulsões consistem principalmente em uma inclinação repentina do corpo para a frente com enrijecimento dos braços e pernas; algumas crianças arqueiam as costas enquanto estendem os braços e as pernas. Os espasmos tendem a ocorrer ao acordar ou após a alimentação e geralmente ocorrem em grupos de até 100 espasmos por vez. Os bebês podem ter dezenas de crises e centenas de espasmos por dia. Os espasmos infantis geralmente cessam aos cinco anos de idade, mas podem ser substituídos por outros tipos de convulsões. Muitos distúrbios subjacentes, como lesões no nascimento, distúrbios metabólicos e distúrbios genéticos, podem causar espasmos, tornando importante a identificação da causa subjacente. Em algumas crianças, nenhuma causa pode ser encontrada."
Quais são os tratamentos para espasmos infantis?,"O tratamento com corticosteróides como a prednisona é padrão, embora possam ocorrer efeitos colaterais graves. Vários medicamentos antiepilépticos mais recentes, como o topiramato, podem aliviar alguns sintomas. A vigabatrina (Sabril) foi aprovada pela Food and Drug Administration dos EUA para tratar espasmos infantis em crianças de um mês a dois anos. Algumas crianças apresentam espasmos como resultado de lesões cerebrais, e a remoção cirúrgica dessas lesões pode resultar em melhora."
Qual é a perspectiva para espasmos infantis?,"O prognóstico para crianças com EI depende das causas subjacentes das convulsões. O prognóstico intelectual para crianças com EI é geralmente ruim porque muitos bebês com EI apresentam comprometimento neurológico antes do início dos espasmos. Os espasmos epilépticos geralmente diminuem em número na metade da infância, mas mais da metade das crianças com EI desenvolverão outros tipos de convulsões. Parece haver uma estreita relação entre a EI e a Síndrome de Lennox-Gastaut, um distúrbio epiléptico do final da infância."
que pesquisas (ou ensaios clínicos) estão sendo feitas para espasmos infantis?,"O NINDS apoia programas amplos e variados de pesquisa sobre epilepsia e outros distúrbios convulsivos. Esta pesquisa visa descobrir novas maneiras de prevenir, diagnosticar e tratar esses distúrbios e, em última análise, encontrar curas para eles. Esperançosamente, tratamentos mais eficazes e seguros, como agentes neuroprotetores, serão desenvolvidos para tratar a EI e a Síndrome de West."
O que são (são) cistos aracnóides?,"Os cistos aracnóides são sacos cheios de líquido cefalorraquidiano localizados entre o cérebro ou a medula espinhal e a membrana aracnóide, uma das três membranas que cobrem o cérebro e a medula espinhal. Os cistos aracnóides primários estão presentes ao nascimento e são o resultado de anormalidades de desenvolvimento no cérebro e na medula espinhal que surgem durante as primeiras semanas de gestação. Os cistos aracnóides secundários não são tão comuns quanto os cistos primários e se desenvolvem como resultado de traumatismo cranioencefálico, meningite ou tumores, ou como complicação de cirurgia cerebral. A maioria dos cistos aracnóides se forma fora do lobo temporal do cérebro, em uma área do crânio conhecida como fossa craniana média. Os cistos aracnóides envolvendo a medula espinhal são mais raros. A localização e o tamanho do cisto determinam os sintomas e quando eles começam. A maioria dos indivíduos com cistos aracnóides desenvolve sintomas antes dos 20 anos de idade e especialmente durante o primeiro ano de vida, mas algumas pessoas com cistos aracnóides nunca apresentam sintomas. Os homens têm quatro vezes mais probabilidade de ter cistos aracnóides do que as mulheres.
                
Os sintomas típicos de um cisto aracnóide ao redor do cérebro incluem dor de cabeça, náuseas e vômitos, convulsões, distúrbios auditivos e visuais, vertigens e dificuldades de equilíbrio e caminhada. Os cistos aracnóides ao redor da medula espinhal comprimem a medula espinhal ou as raízes nervosas e causam sintomas como dor progressiva nas costas e nas pernas e formigamento ou dormência nas pernas ou braços. O diagnóstico geralmente envolve uma varredura do cérebro ou da coluna usando ressonância magnética ponderada por difusão (ressonância magnética), que ajuda a distinguir cistos aracnóides cheios de líquido de outros tipos de cistos."
Quais são os tratamentos para cistos aracnóides?,"Tem havido um debate ativo sobre como tratar cistos aracnóides. A necessidade de tratamento depende principalmente da localização e do tamanho do cisto. Se o cisto for pequeno, não perturbar o tecido circundante e não causar sintomas, alguns médicos evitarão o tratamento. No passado, os médicos colocavam derivações no cisto para drenar o líquido. Agora, com técnicas microneurocirúrgicas e ferramentas endoscópicas que permitem cirurgias minimamente invasivas, mais médicos estão optando por remover cirurgicamente as membranas do cisto ou abrir o cisto para que seu líquido possa drenar para o líquido cefalorraquidiano e ser absorvido."
Qual é a perspectiva para cistos aracnóides?,Os cistos aracnóides não tratados podem causar danos neurológicos graves permanentes quando a expansão progressiva do (s) cisto (s) ou o sangramento no cisto ferem o cérebro ou a medula espinhal. Os sintomas geralmente desaparecem ou melhoram com o tratamento.
que pesquisas (ou ensaios clínicos) estão sendo feitas para cistos aracnóides?,"O Instituto Nacional de Distúrbios Neurológicos e Derrame (NINDS) conduz pesquisas relacionadas a anormalidades cerebrais e distúrbios do sistema nervoso, como cistos aracnóides, em laboratórios dos Institutos Nacionais de Saúde (NIH), e apoia pesquisas adicionais por meio de doações às principais instituições médicas em todo o país. Grande parte desta pesquisa se concentra em encontrar melhores maneiras de prevenir, tratar e, em última análise, curar distúrbios neurológicos, como cistos aracnóides."
O que é (são) a doença de Behçet?,"A doença de Behçet é uma doença inflamatória crônica rara. A causa da doença de Behçet é desconhecida, mas pesquisas atuais sugerem que fatores genéticos e ambientais desempenham um papel. A doença de Behçet geralmente começa quando os indivíduos estão na faixa dos 20 ou 30 anos, embora possa ocorrer em qualquer idade. Tende a ocorrer com mais frequência em homens do que em mulheres. Os sintomas da doença de Behçet incluem úlceras recorrentes na boca (semelhantes a aftas) e nos órgãos genitais e inflamação ocular. O distúrbio também pode causar vários tipos de lesões cutâneas, artrite, inflamação intestinal, meningite (inflamação das membranas do cérebro e da medula espinhal) e paralisia dos nervos cranianos. A doença de Behcet é uma doença multissistêmica; pode envolver todos os órgãos e afetar o sistema nervoso central, causando perda de memória e comprometimento da fala, do equilíbrio e dos movimentos.
                
Os efeitos da doença podem incluir cegueira, acidente vascular cerebral, inchaço da medula espinhal e complicações intestinais. A doença é comum no Médio Oriente, particularmente na Turquia, e em países do Extremo Oriente, como o Japão e a Coreia, mas é menos comum nos Estados Unidos."
